101;МОСКВА;
102;МОСКВА;
103;МОСКВА;
104;МОСКВА;
105;МОСКВА;
106;МОСКВА;
107;МОСКВА;
108;МОСКВА;
109;МОСКВА;
111;МОСКВА;
115;МОСКВА;
117;МОСКВА;
119;МОСКВА;
121;МОСКВА;
123;МОСКВА;
124;МОСКВА;
125;МОСКВА;
127;МОСКВА;
129;МОСКВА;
130;МОСКВА;
131;МОСКВА;
140;"МОСКОВСКАЯ ОБЛАСТЬ";
141;"МОСКОВСКАЯ ОБЛАСТЬ";
142;"МОСКОВСКАЯ ОБЛАСТЬ";
143;"МОСКОВСКАЯ ОБЛАСТЬ";
144;"МОСКОВСКАЯ ОБЛАСТЬ";
145;"МОСКОВСКАЯ ОБЛАСТЬ";
150;"ЯРОСЛАВСКАЯ ОБЛАСТЬ";
152;"ЯРОСЛАВСКАЯ ОБЛАСТЬ";
153;"ИВАНОВСКАЯ ОБЛАСТЬ";
155;"ИВАНОВСКАЯ ОБЛАСТЬ";
156;"КОСТРОМСКАЯ ОБЛАСТЬ";
157;"КОСТРОМСКАЯ ОБЛАСТЬ";
160;"ВОЛОГОДСКАЯ ОБЛАСТЬ";
161;"ВОЛОГОДСКАЯ ОБЛАСТЬ";
162;"ВОЛОГОДСКАЯ ОБЛАСТЬ";
163;"АРХАНГЕЛЬСКАЯ ОБЛАСТЬ";
164;"АРХАНГЕЛЬСКАЯ ОБЛАСТЬ";
165;"АРХАНГЕЛЬСКАЯ ОБЛАСТЬ";
166;;"НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ"
167;"КОМИ РЕСПУБЛИКА";
168;"КОМИ РЕСПУБЛИКА";
169;"КОМИ РЕСПУБЛИКА";
170;"ТВЕРСКАЯ ОБЛАСТЬ";
171;"ТВЕРСКАЯ ОБЛАСТЬ";
172;"ТВЕРСКАЯ ОБЛАСТЬ";
173;"НОВГОРОДСКАЯ ОБЛАСТЬ";
174;"НОВГОРОДСКАЯ ОБЛАСТЬ";
175;"НОВГОРОДСКАЯ ОБЛАСТЬ";
180;"ПСКОВСКАЯ ОБЛАСТЬ";
181;"ПСКОВСКАЯ ОБЛАСТЬ";
182;"ПСКОВСКАЯ ОБЛАСТЬ";
183;"МУРМАНСКАЯ ОБЛАСТЬ";
184;"МУРМАНСКАЯ ОБЛАСТЬ";
185;"КАРЕЛИЯ РЕСПУБЛИКА";
186;"КАРЕЛИЯ РЕСПУБЛИКА";
187;"ЛЕНИНГРАДСКАЯ ОБЛАСТЬ";
188;"ЛЕНИНГРАДСКАЯ ОБЛАСТЬ";
190;САНКТ-ПЕТЕРБУРГ;
191;САНКТ-ПЕТЕРБУРГ;
192;САНКТ-ПЕТЕРБУРГ;
193;САНКТ-ПЕТЕРБУРГ;
194;САНКТ-ПЕТЕРБУРГ;
195;САНКТ-ПЕТЕРБУРГ;
196;САНКТ-ПЕТЕРБУРГ;
197;САНКТ-ПЕТЕРБУРГ;
198;САНКТ-ПЕТЕРБУРГ;
199;САНКТ-ПЕТЕРБУРГ;
200;САНКТ-ПЕТЕРБУРГ;
214;"СМОЛЕНСКАЯ ОБЛАСТЬ";
215;"СМОЛЕНСКАЯ ОБЛАСТЬ";
216;"СМОЛЕНСКАЯ ОБЛАСТЬ";
236;"КАЛИНИНГРАДСКАЯ ОБЛАСТЬ";
238;"КАЛИНИНГРАДСКАЯ ОБЛАСТЬ";
241;"БРЯНСКАЯ ОБЛАСТЬ";
242;"БРЯНСКАЯ ОБЛАСТЬ";
243;"БРЯНСКАЯ ОБЛАСТЬ";
248;"КАЛУЖСКАЯ ОБЛАСТЬ";
249;"КАЛУЖСКАЯ ОБЛАСТЬ";
295;"КРЫМ РЕСПУБЛИКА";
296;"КРЫМ РЕСПУБЛИКА";
297;"КРЫМ РЕСПУБЛИКА";
298;"КРЫМ РЕСПУБЛИКА";
299;СЕВАСТОПОЛЬ;
300;"ТУЛЬСКАЯ ОБЛАСТЬ";
301;"ТУЛЬСКАЯ ОБЛАСТЬ";
302;"ОРЛОВСКАЯ ОБЛАСТЬ";
303;"ОРЛОВСКАЯ ОБЛАСТЬ";
305;"КУРСКАЯ ОБЛАСТЬ";
306;"КУРСКАЯ ОБЛАСТЬ";
307;"КУРСКАЯ ОБЛАСТЬ";
308;"БЕЛГОРОДСКАЯ ОБЛАСТЬ";
309;"БЕЛГОРОДСКАЯ ОБЛАСТЬ";
344;"РОСТОВСКАЯ ОБЛАСТЬ";
346;"РОСТОВСКАЯ ОБЛАСТЬ";
347;"РОСТОВСКАЯ ОБЛАСТЬ";
350;"КРАСНОДАРСКИЙ КРАЙ";
352;"КРАСНОДАРСКИЙ КРАЙ";
353;"КРАСНОДАРСКИЙ КРАЙ";
354;"КРАСНОДАРСКИЙ КРАЙ";
355;"СТАВРОПОЛЬСКИЙ КРАЙ";
356;"СТАВРОПОЛЬСКИЙ КРАЙ";
357;"СТАВРОПОЛЬСКИЙ КРАЙ";
358;"КАЛМЫКИЯ РЕСПУБЛИКА";
359;"КАЛМЫКИЯ РЕСПУБЛИКА";
360;"КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА";
361;"КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА";
362;"СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСПУБЛИКА";
363;"СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСПУБЛИКА";
364;"ЧЕЧЕНСКАЯ РЕСПУБЛИКА";
366;"ЧЕЧЕНСКАЯ РЕСПУБЛИКА";
367;"ДАГЕСТАН РЕСПУБЛИКА";
368;"ДАГЕСТАН РЕСПУБЛИКА";
369;"КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА";
385;"АДЫГЕЯ РЕСПУБЛИКА";
386;"ИНГУШЕТИЯ РЕСПУБЛИКА";
390;"РЯЗАНСКАЯ ОБЛАСТЬ";
391;"РЯЗАНСКАЯ ОБЛАСТЬ";
392;"ТАМБОВСКАЯ ОБЛАСТЬ";
393;"ТАМБОВСКАЯ ОБЛАСТЬ";
394;"ВОРОНЕЖСКАЯ ОБЛАСТЬ";
396;"ВОРОНЕЖСКАЯ ОБЛАСТЬ";
397;"ВОРОНЕЖСКАЯ ОБЛАСТЬ";
398;"ЛИПЕЦКАЯ ОБЛАСТЬ";
399;"ЛИПЕЦКАЯ ОБЛАСТЬ";
400;"ВОЛГОГРАДСКАЯ ОБЛАСТЬ";
403;"ВОЛГОГРАДСКАЯ ОБЛАСТЬ";
404;"ВОЛГОГРАДСКАЯ ОБЛАСТЬ";
410;"САРАТОВСКАЯ ОБЛАСТЬ";
412;"САРАТОВСКАЯ ОБЛАСТЬ";
413;"САРАТОВСКАЯ ОБЛАСТЬ";
414;"АСТРАХАНСКАЯ ОБЛАСТЬ";
416;"АСТРАХАНСКАЯ ОБЛАСТЬ";
420;"ТАТАРСТАН РЕСПУБЛИКА";
421;"ТАТАРСТАН РЕСПУБЛИКА";
422;"ТАТАРСТАН РЕСПУБЛИКА";
423;"ТАТАРСТАН РЕСПУБЛИКА";
424;"МАРИЙ ЭЛ РЕСПУБЛИКА";
425;"МАРИЙ ЭЛ РЕСПУБЛИКА";
426;"УДМУРТСКАЯ РЕСПУБЛИКА";
427;"УДМУРТСКАЯ РЕСПУБЛИКА";
428;"ЧУВАШИЯ РЕСПУБЛИКА";
429;"ЧУВАШИЯ РЕСПУБЛИКА";
430;"МОРДОВИЯ РЕСПУБЛИКА";
431;"МОРДОВИЯ РЕСПУБЛИКА";
432;"УЛЬЯНОВСКАЯ ОБЛАСТЬ";
433;"УЛЬЯНОВСКАЯ ОБЛАСТЬ";
440;"ПЕНЗЕНСКАЯ ОБЛАСТЬ";
442;"ПЕНЗЕНСКАЯ ОБЛАСТЬ";
443;"САМАРСКАЯ ОБЛАСТЬ";
445;"САМАРСКАЯ ОБЛАСТЬ";
446;"САМАРСКАЯ ОБЛАСТЬ";
450;"БАШКОРТОСТАН РЕСПУБЛИКА";
452;"БАШКОРТОСТАН РЕСПУБЛИКА";
453;"БАШКОРТОСТАН РЕСПУБЛИКА";
454;"ЧЕЛЯБИНСКАЯ ОБЛАСТЬ";
455;"ЧЕЛЯБИНСКАЯ ОБЛАСТЬ";
456;"ЧЕЛЯБИНСКАЯ ОБЛАСТЬ";
457;"ЧЕЛЯБИНСКАЯ ОБЛАСТЬ";
460;"ОРЕНБУРГСКАЯ ОБЛАСТЬ";
461;"ОРЕНБУРГСКАЯ ОБЛАСТЬ";
462;"ОРЕНБУРГСКАЯ ОБЛАСТЬ";
468;КАЗАХСТАН;
500;ГЕРМАНИЯ;
600;"ВЛАДИМИРСКАЯ ОБЛАСТЬ";
601;"ВЛАДИМИРСКАЯ ОБЛАСТЬ";
602;"ВЛАДИМИРСКАЯ ОБЛАСТЬ";
603;"НИЖЕГОРОДСКАЯ ОБЛАСТЬ";
606;"НИЖЕГОРОДСКАЯ ОБЛАСТЬ";
607;"НИЖЕГОРОДСКАЯ ОБЛАСТЬ";
610;"КИРОВСКАЯ ОБЛАСТЬ";
612;"КИРОВСКАЯ ОБЛАСТЬ";
613;"КИРОВСКАЯ ОБЛАСТЬ";
614;"ПЕРМСКИЙ КРАЙ";
617;"ПЕРМСКИЙ КРАЙ";
618;"ПЕРМСКИЙ КРАЙ";
619;"ПЕРМСКИЙ КРАЙ";
620;"СВЕРДЛОВСКАЯ ОБЛАСТЬ";
622;"СВЕРДЛОВСКАЯ ОБЛАСТЬ";
623;"СВЕРДЛОВСКАЯ ОБЛАСТЬ";
624;"СВЕРДЛОВСКАЯ ОБЛАСТЬ";
625;"ТЮМЕНСКАЯ ОБЛАСТЬ";
626;"ТЮМЕНСКАЯ ОБЛАСТЬ";
627;"ТЮМЕНСКАЯ ОБЛАСТЬ";
628;;"ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АВТОНОМНЫЙ ОКРУГ"
629;;"ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ"
630;"НОВОСИБИРСКАЯ ОБЛАСТЬ";
632;"НОВОСИБИРСКАЯ ОБЛАСТЬ";
633;"НОВОСИБИРСКАЯ ОБЛАСТЬ";
634;"ТОМСКАЯ ОБЛАСТЬ";
636;"ТОМСКАЯ ОБЛАСТЬ";
640;"КУРГАНСКАЯ ОБЛАСТЬ";
641;"КУРГАНСКАЯ ОБЛАСТЬ";
644;"ОМСКАЯ ОБЛАСТЬ";
646;"ОМСКАЯ ОБЛАСТЬ";
647;"КРАСНОЯРСКИЙ КРАЙ";
648;"КРАСНОЯРСКИЙ КРАЙ";
649;"АЛТАЙ РЕСПУБЛИКА";
650;"КЕМЕРОВСКАЯ ОБЛАСТЬ";
652;"КЕМЕРОВСКАЯ ОБЛАСТЬ";
653;"КЕМЕРОВСКАЯ ОБЛАСТЬ";
654;"КЕМЕРОВСКАЯ ОБЛАСТЬ";
655;"ХАКАСИЯ РЕСПУБЛИКА";
656;"АЛТАЙСКИЙ КРАЙ";
658;"АЛТАЙСКИЙ КРАЙ";
659;"АЛТАЙСКИЙ КРАЙ";
660;"КРАСНОЯРСКИЙ КРАЙ";
662;"КРАСНОЯРСКИЙ КРАЙ";
663;"КРАСНОЯРСКИЙ КРАЙ";
664;"ИРКУТСКАЯ ОБЛАСТЬ";
665;"ИРКУТСКАЯ ОБЛАСТЬ";
666;"ИРКУТСКАЯ ОБЛАСТЬ";
667;"ТЫВА РЕСПУБЛИКА";
668;"ТЫВА РЕСПУБЛИКА";
669;"ИРКУТСКАЯ ОБЛАСТЬ";
670;"БУРЯТИЯ РЕСПУБЛИКА";
671;"БУРЯТИЯ РЕСПУБЛИКА";
672;"ЗАБАЙКАЛЬСКИЙ КРАЙ";
